  -1.3138989908265575E-08,   5.1827205709319539E+00,   1.0310164488301101E+00
  -5.7814601378943775E-01,   5.2361472730809835E+00,   9.3357882072480225E-01
  -1.0212249109323908E+00,   5.3790013086160986E+00,   7.9721619276644695E-01
  -1.3267584955336378E+00,   5.5637505159237319E+00,   7.5477410061316863E-01
  -1.5635025543675509E+00,   5.8549259013778476E+00,   8.6948840948777684E-01
  -1.2813162391198094E+00,   6.2076049167943985E+00,   1.3203902712727376E+00
  -1.0383270412856235E-09,   6.4038114154985006E+00,   1.7457400169075323E+00
   1.2813177194113574E+00,   6.2076044715834193E+00,   1.3203902724973064E+00
   1.5635025625619789E+00,   5.8549257044823140E+00,   8.6948852962622747E-01
   1.3267584478899523E+00,   5.5637503827213228E+00,   7.5477404151452709E-01
   1.0212271776250390E+00,   5.3790013614416257E+00,   7.9721880885145113E-01
   5.7814495161296375E-01,   5.2361469380229071E+00,   9.3357913733577447E-01
  -9.5895043431711413E-01,   5.1957305998441781E+00,   3.0083366177103832E-01
  -9.6468383665364599E-01,   5.3044500841700479E+00,  -2.0655784120015519E-01
  -1.0068088413256369E+00,   5.5055337624926883E+00,  -7.3051060050265948E-01
  -1.2319302118191990E+00,   5.7205770253175077E+00,  -1.1742928261334948E+00
  -1.6745589830368912E+00,   5.8848930486680384E+00,  -1.4587089362046310E+00
  -2.2328745430823314E+00,   6.0051180806551150E+00,  -1.2398360634157584E+00
  -2.3965290570244591E+00,   6.0916408559646005E+00,  -5.0741577054279385E-01
  -2.1094381738275918E+00,   6.0593010589034746E+00,   2.1754709406846107E-01
  -1.6514243909651853E+00,   5.9214366578694619E+00,   7.5769721705639748E-01
  -1.1967383570916168E+00,   5.6467734530391791E+00,   9.4231510592360634E-01
  -9.6832931982824288E-01,   5.3620945348313649E+00,   8.4951521047956335E-01
  -9.3278337457989791E-01,   5.2170578945370805E+00,   6.4663641003147798E-01
  -9.0648212471636429E-09,   5.2781507970958277E+00,  -2.4113820809800771E-01
