case_id,backend,current_ok,baseline_ok,convergence_changed,cold_runtime_current_s,cold_runtime_baseline_s,cold_runtime_ratio,warm_runtime_current_s,warm_runtime_baseline_s,warm_runtime_ratio,peak_memory_current_bytes,peak_memory_baseline_bytes,peak_memory_ratio,regression,classification,residual_available,note
LandremanPaul2021_QA_lowres,vmec_jax,True,True,False,66.07226312509738,68.25605754205026,0.9680058518526723,40.976371000055224,44.02124995784834,0.9308316106264888,1185798784,1155504704,1.0262171844866848,False,within_threshold,False,No material runtime or memory regression.
